Country,Year,DomesticType,ProductionType,DomesticConsumption,Production,Export,Import,ImporterConsumption,GreenInventory,ReExport
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Liberia,2007,Robusta,Robusta,300000,420000,120000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Mexico,2007,Arabica/Robusta,Arabica/Robusta,132000000,249000000,174720000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nepal,2007,Arabica,Arabica,0,60000,120000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nicaragua,2007,Arabica,Arabica,11498700,114360000,75540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Nigeria,2007,Robusta,Robusta,2400000,2520000,540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
Panama,2007,Arabica,Arabica,4020000,10560000,6540000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sierra Leone",2007,Robusta,Robusta,300000,2400000,3060000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
"Sri Lanka",2007,Robusta/Arabica,Robusta/Arabica,1800000,1980000,240000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Thailand,2007,Robusta/Arabica,Robusta/Arabica,33000000,39000000,21900000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
Togo,2007,Robusta,Robusta,120000,7500000,9300000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
"Trinidad & Tobago",2007,Robusta,Robusta,660000,720000,60000,NULL,NULL,NULL,NULL
Uganda,2007,Robusta/Arabica,Robusta/Arabica,10815000,209400000,161580000,NULL,NULL,NULL,NULL
Uganda,2007,Robusta/Arabica,Robusta/Arabica,10815000,209400000,161580000,NULL,NULL,NULL,NULL
